ID,experimental_replicate,dose,ecuatorial,polar,,,,,,,
800,1,1.50,2.55,3.08,,,,,,,
800,1,1.50,3.48,3.66,,,,,,,
800,1,1.50,7.39,7.28,,,,,,,
800,1,1.50,4.55,5.26,,,,,,,
62-02,1,1.50,1.96,1.88,,,,,,,
62-02,1,1.50,2.23,2.35,,,,,,,
62-02,1,1.50,3.00,3.40,,,,,,,
62-02,1,1.50,2.26,1.88,,,,,,,
62-03,1,1.50,1.49,1.61,,,,,,,
62-03,1,1.50,2.27,1.92,,,,,,,
62-03,1,1.50,3.54,4.01,,,,,,,
62-03,1,1.50,2.02,1.78,,,,,,,
62-04,1,1.50,2.30,2.49,,,,,,,
62-04,1,1.50,2.45,2.39,,,,,,,
62-04,1,1.50,5.35,5.38,,,,,,,
62-04,1,1.50,3.60,3.53,,,,,,,
78-01,1,1.50,2.44,2.45,,,,,,,
78-01,1,1.50,2.52,2.59,,,,,,,
78-01,1,1.50,6.00,6.08,,,,,,,
78-01,1,1.50,2.32,2.17,,,,,,,
78-02,1,1.50,3.01,3.94,,,,,,,
78-02,1,1.50,3.07,2.92,,,,,,,
78-02,1,1.50,6.90,6.78,,,,,,,
78-02,1,1.50,2.70,2.68,,,,,,,
78-05,1,1.50,4.43,4.75,,,,,,,
78-05,1,1.50,3.30,3.05,,,,,,,
78-05,1,1.50,7.14,7.46,,,,,,,
78-05,1,1.50,4.17,4.50,,,,,,,
S-01,1,1.50,2.06,2.42,,,,,,,
S-01,1,1.50,2.73,2.67,,,,,,,
S-01,1,1.50,4.68,6.37,,,,,,,
S-01,1,1.50,3.40,4.30,,,,,,,
H-01,1,1.50,2.66,3.17,,,,,,,
H-01,1,1.50,2.74,2.67,,,,,,,
H-01,1,1.50,6.76,6.89,,,,,,,
H-01,1,1.50,2.82,2.68,,,,,,,
H-03,1,1.50,3.61,3.17,,,,,,,
H-03,1,1.50,3.62,3.94,,,,,,,
H-03,1,1.50,6.67,7.23,,,,,,,
H-03,1,1.50,3.20,2.63,,,,,,,
H-04,1,1.50,3.90,4.05,,,,,,,
H-04,1,1.50,2.90,2.89,,,,,,,
H-04,1,1.50,6.57,6.49,,,,,,,
H-04,1,1.50,2.85,2.95,,,,,,,
I-20,1,1.50,4.95,4.35,,,,,,,
I-20,1,1.50,3.40,3.39,,,,,,,
I-20,1,1.50,6.36,6.86,,,,,,,
I-20,1,1.50,4.53,4.20,,,,,,,
419,1,1.50,4.16,4.12,,,,,,,
419,1,1.50,3.22,3.24,,,,,,,
419,1,1.50,6.98,6.51,,,,,,,
419,1,1.50,2.61,3.34,,,,,,,
413,1,1.50,3.28,2.78,,,,,,,
413,1,1.50,2.98,3.22,,,,,,,
413,1,1.50,5.93,6.02,,,,,,,
413,1,1.50,2.33,2.55,,,,,,,
W212,1,1.50,5.75,4.39,,,,,,,
W212,1,1.50,3.18,3.22,,,,,,,
W212,1,1.50,6.81,6.94,,,,,,,
W212,1,1.50,4.66,3.93,,,,,,,
318,1,1.50,3.38,4.08,,,,,,,
318,1,1.50,2.77,2.66,,,,,,,
318,1,1.50,6.93,6.74,,,,,,,
318,1,1.50,3.18,2.49,,,,,,,
1025,1,1.50,3.30,3.21,,,,,,,
1025,1,1.50,3.09,2.94,,,,,,,
1025,1,1.50,6.68,6.53,,,,,,,
1025,1,1.50,2.46,2.67,,,,,,,
1026,1,1.50,5.14,4.31,,,,,,,
1026,1,1.50,4.03,4.07,,,,,,,
1026,1,1.50,7.64,7.24,,,,,,,
1026,1,1.50,4.73,4.30,,,,,,,
1027,1,1.50,3.00,3.71,,,,,,,
1027,1,1.50,2.95,2.99,,,,,,,
1027,1,1.50,7.17,7.31,,,,,,,
1027,1,1.50,2.55,2.40,,,,,,,
1029,1,1.50,4.34,4.51,,,,,,,
1029,1,1.50,3.13,3.10,,,,,,,
1029,1,1.50,6.85,6.57,,,,,,,
1029,1,1.50,2.62,1.89,,,,,,,
1032,1,1.50,3.50,3.85,,,,,,,
1032,1,1.50,2.99,2.82,,,,,,,
1032,1,1.50,6.73,6.81,,,,,,,
1032,1,1.50,4.61,4.45,,,,,,,
1033,1,1.50,2.82,1.96,,,,,,,
1033,1,1.50,2.64,2.30,,,,,,,
1033,1,1.50,4.26,4.84,,,,,,,
1033,1,1.50,3.66,4.31,,,,,,,
1,1,2.00,1.56,1.78,,,,,,,
1,1,2.00,1.50,1.38,,,,,,,
1,1,2.00,1.45,1.44,,,,,,,
1,1,2.00,1.37,1.61,,,,,,,
8,1,2.00,2.10,2.00,,,,,,,
8,1,2.00,1.81,2.02,,,,,,,
8,1,2.00,1.77,1.84,,,,,,,
8,1,2.00,2.29,2.22,,,,,,,
12B,1,2.00,2.00,1.85,,,,,,,
12B,1,2.00,1.47,1.30,,,,,,,
12B,1,2.00,1.48,1.69,,,,,,,
12B,1,2.00,1.64,1.78,,,,,,,
20,1,2.00,2.12,2.12,,,,,,,
20,1,2.00,1.82,1.65,,,,,,,
20,1,2.00,1.65,1.56,,,,,,,
20,1,2.00,1.66,1.53,,,,,,,
123,1,2.00,2.25,2.23,,,,,,,
123,1,2.00,2.56,2.41,,,,,,,
123,1,2.00,2.41,2.46,,,,,,,
123,1,2.00,2.54,2.46,,,,,,,
21,1,2.00,2.34,2.20,,,,,,,
21,1,2.00,2.53,2.30,,,,,,,
21,1,2.00,2.26,1.79,,,,,,,
21,1,2.00,2.36,2.36,,,,,,,
74SS1,1,2.00,2.38,2.56,,,,,,,
74SS1,1,2.00,2.13,2.73,,,,,,,
74SS1,1,2.00,2.08,2.59,,,,,,,
74SS1,1,2.00,2.75,2.54,,,,,,,
87,1,2.00,3.56,4.07,,,,,,,
87,1,2.00,2.30,2.62,,,,,,,
87,1,2.00,3.09,2.71,,,,,,,
87,1,2.00,2.86,3.35,,,,,,,
118,1,2.00,2.67,2.53,,,,,,,
118,1,2.00,2.85,2.41,,,,,,,
118,1,2.00,1.60,2.28,,,,,,,
118,1,2.00,2.51,2.62,,,,,,,
129,1,2.00,2.84,2.95,,,,,,,
129,1,2.00,2.76,2.92,,,,,,,
129,1,2.00,3.65,2.56,,,,,,,
129,1,2.00,2.40,2.31,,,,,,,
449,1,2.00,2.16,2.27,,,,,,,
449,1,2.00,3.14,2.35,,,,,,,
449,1,2.00,2.45,2.34,,,,,,,
449,1,2.00,2.43,2.56,,,,,,,
461,1,2.00,2.43,2.58,,,,,,,
461,1,2.00,2.62,2.96,,,,,,,
461,1,2.00,1.80,1.85,,,,,,,
461,1,2.00,2.76,2.73,,,,,,,
467,1,2.00,2.61,2.55,,,,,,,
467,1,2.00,2.26,2.14,,,,,,,
467,1,2.00,2.37,2.56,,,,,,,
467,1,2.00,2.04,2.07,,,,,,,
475,1,2.00,2.50,2.22,,,,,,,
475,1,2.00,3.39,2.54,,,,,,,
475,1,2.00,2.37,1.88,,,,,,,
475,1,2.00,2.58,2.13,,,,,,,
558,1,2.00,2.31,2.41,,,,,,,
558,1,2.00,2.27,2.28,,,,,,,
558,1,2.00,1.92,1.92,,,,,,,
558,1,2.00,1.97,1.98,,,,,,,
564,1,2.00,5.28,4.10,,,,,,,
564,1,2.00,4.37,5.01,,,,,,,
564,1,2.00,3.97,4.15,,,,,,,
564,1,2.00,4.57,4.35,,,,,,,
568,1,2.00,4.00,2.60,,,,,,,
568,1,2.00,2.92,2.46,,,,,,,
568,1,2.00,2.41,2.17,,,,,,,
568,1,2.00,1.97,2.08,,,,,,,
581,1,2.00,3.08,3.61,,,,,,,
581,1,2.00,3.52,3.20,,,,,,,
581,1,2.00,3.62,3.11,,,,,,,
581,1,2.00,2.20,2.27,,,,,,,
645,1,2.00,4.27,4.12,,,,,,,
645,1,2.00,2.91,4.15,,,,,,,
645,1,2.00,3.49,4.24,,,,,,,
645,1,2.00,2.56,3.53,,,,,,,
667,1,2.00,2.83,2.67,,,,,,,
667,1,2.00,2.37,2.43,,,,,,,
667,1,2.00,2.42,2.36,,,,,,,
667,1,2.00,2.16,2.27,,,,,,,
800,1,2.00,2.61,2.11,,,,,,,
800,1,2.00,2.93,2.84,,,,,,,
800,1,2.00,2.56,3.39,,,,,,,
800,1,2.00,3.05,2.53,,,,,,,
62-02,1,2.00,1.76,1.65,,,,,,,
62-02,1,2.00,1.42,1.41,,,,,,,
62-02,1,2.00,1.29,1.49,,,,,,,
62-02,1,2.00,1.39,1.42,,,,,,,
62-03,1,2.00,1.66,1.50,,,,,,,
62-03,1,2.00,1.51,1.51,,,,,,,
62-03,1,2.00,1.34,1.27,,,,,,,
62-03,1,2.00,1.42,1.28,,,,,,,
62-04,1,2.00,1.55,1.98,,,,,,,
62-04,1,2.00,1.77,1.78,,,,,,,
62-04,1,2.00,1.76,1.52,,,,,,,
62-04,1,2.00,1.45,1.74,,,,,,,
78-01,1,2.00,1.84,1.55,,,,,,,
78-01,1,2.00,1.83,1.83,,,,,,,
78-01,1,2.00,1.69,1.64,,,,,,,
78-01,1,2.00,1.56,1.58,,,,,,,
78-02,1,2.00,2.12,2.11,,,,,,,
78-02,1,2.00,2.21,2.15,,,,,,,
78-02,1,2.00,1.70,2.13,,,,,,,
78-02,1,2.00,1.56,1.61,,,,,,,
78-05,1,2.00,3.93,3.92,,,,,,,
78-05,1,2.00,4.00,3.86,,,,,,,
78-05,1,2.00,3.85,3.59,,,,,,,
78-05,1,2.00,3.43,3.38,,,,,,,
S-01,1,2.00,1.71,1.89,,,,,,,
S-01,1,2.00,1.92,2.12,,,,,,,
S-01,1,2.00,1.84,1.66,,,,,,,
S-01,1,2.00,1.52,1.71,,,,,,,
H-01,1,2.00,2.41,2.59,,,,,,,
H-01,1,2.00,2.31,2.42,,,,,,,
H-01,1,2.00,2.02,1.89,,,,,,,
H-01,1,2.00,2.10,2.31,,,,,,,
H-03,1,2.00,4.48,3.22,,,,,,,
H-03,1,2.00,3.34,3.53,,,,,,,
H-03,1,2.00,3.60,2.54,,,,,,,
H-03,1,2.00,2.09,2.24,,,,,,,
H-04,1,2.00,2.28,2.50,,,,,,,
H-04,1,2.00,2.50,2.29,,,,,,,
H-04,1,2.00,3.15,3.13,,,,,,,
H-04,1,2.00,2.08,1.90,,,,,,,
I-20,1,2.00,4.24,3.38,,,,,,,
I-20,1,2.00,3.79,3.78,,,,,,,
I-20,1,2.00,3.64,4.21,,,,,,,
I-20,1,2.00,3.72,3.95,,,,,,,
419,1,2.00,3.73,3.24,,,,,,,
419,1,2.00,2.66,3.63,,,,,,,
419,1,2.00,2.71,2.90,,,,,,,
419,1,2.00,3.10,2.64,,,,,,,
413,1,2.00,1.92,2.12,,,,,,,
413,1,2.00,2.00,2.08,,,,,,,
413,1,2.00,1.72,1.89,,,,,,,
413,1,2.00,1.49,1.86,,,,,,,
W212,1,2.00,2.81,2.39,,,,,,,
W212,1,2.00,2.26,2.48,,,,,,,
W212,1,2.00,2.41,2.11,,,,,,,
W212,1,2.00,2.46,2.20,,,,,,,
318,1,2.00,2.47,2.19,,,,,,,
318,1,2.00,2.29,2.07,,,,,,,
318,1,2.00,2.10,2.46,,,,,,,
318,1,2.00,2.02,2.45,,,,,,,
1025,1,2.00,2.53,3.03,,,,,,,
1025,1,2.00,2.36,2.40,,,,,,,
1025,1,2.00,2.20,2.34,,,,,,,
1025,1,2.00,1.89,1.67,,,,,,,
1026,1,2.00,4.26,4.22,,,,,,,
1026,1,2.00,3.17,3.39,,,,,,,
1026,1,2.00,3.12,3.10,,,,,,,
1026,1,2.00,2.78,2.74,,,,,,,
1027,1,2.00,2.83,2.44,,,,,,,
1027,1,2.00,3.00,2.27,,,,,,,
1027,1,2.00,2.68,2.19,,,,,,,
1027,1,2.00,1.85,2.08,,,,,,,
1029,1,2.00,4.07,2.71,,,,,,,
1029,1,2.00,3.83,2.89,,,,,,,
1029,1,2.00,3.06,2.51,,,,,,,
1029,1,2.00,2.97,2.75,,,,,,,
1032,1,2.00,3.31,3.48,,,,,,,
1032,1,2.00,3.51,3.51,,,,,,,
1032,1,2.00,3.92,3.34,,,,,,,
1032,1,2.00,3.25,3.28,,,,,,,
1033,1,2.00,2.74,2.84,,,,,,,
1033,1,2.00,2.15,3.03,,,,,,,
1033,1,2.00,2.43,2.32,,,,,,,
1033,1,2.00,2.27,2.10,,,,,,,
1,1,2.50,1.46,1.34,,,,,,,
1,1,2.50,1.33,1.38,,,,,,,
1,1,2.50,1.15,1.41,,,,,,,
1,1,2.50,1.44,1.38,,,,,,,
8,1,2.50,1.85,1.86,,,,,,,
8,1,2.50,1.54,1.30,,,,,,,
8,1,2.50,1.70,1.64,,,,,,,
8,1,2.50,1.80,2.07,,,,,,,
12B,1,2.50,1.43,1.26,,,,,,,
12B,1,2.50,1.24,1.50,,,,,,,
12B,1,2.50,1.56,1.60,,,,,,,
12B,1,2.50,1.71,1.74,,,,,,,
20,1,2.50,1.61,1.67,,,,,,,
20,1,2.50,1.30,1.45,,,,,,,
20,1,2.50,1.48,1.53,,,,,,,
20,1,2.50,1.37,1.41,,,,,,,
123,1,2.50,1.68,1.60,,,,,,,
123,1,2.50,2.01,2.13,,,,,,,
123,1,2.50,2.39,2.45,,,,,,,
123,1,2.50,2.34,2.18,,,,,,,
21,1,2.50,1.97,1.72,,,,,,,
21,1,2.50,1.64,1.80,,,,,,,
21,1,2.50,1.98,2.07,,,,,,,
21,1,2.50,1.83,1.84,,,,,,,
74SS1,1,2.50,1.61,1.67,,,,,,,
74SS1,1,2.50,1.31,1.63,,,,,,,
74SS1,1,2.50,1.75,1.83,,,,,,,
74SS1,1,2.50,1.62,1.77,,,,,,,
87,1,2.50,1.99,1.53,,,,,,,
87,1,2.50,1.61,1.84,,,,,,,
87,1,2.50,2.17,2.13,,,,,,,
87,1,2.50,2.14,1.91,,,,,,,
118,1,2.50,1.71,1.77,,,,,,,
118,1,2.50,1.70,1.44,,,,,,,
118,1,2.50,1.99,2.18,,,,,,,
118,1,2.50,1.76,1.51,,,,,,,
129,1,2.50,2.47,2.28,,,,,,,
129,1,2.50,2.07,1.84,,,,,,,
129,1,2.50,2.01,2.76,,,,,,,
129,1,2.50,2.04,2.09,,,,,,,
449,1,2.50,2.14,1.77,,,,,,,
449,1,2.50,1.71,1.44,,,,,,,
449,1,2.50,2.08,2.17,,,,,,,
449,1,2.50,2.45,2.23,,,,,,,
461,1,2.50,2.04,2.35,,,,,,,
461,1,2.50,1.42,1.34,,,,,,,
461,1,2.50,1.61,1.86,,,,,,,
461,1,2.50,1.90,2.05,,,,,,,
467,1,2.50,1.82,2.03,,,,,,,
467,1,2.50,1.82,1.67,,,,,,,
467,1,2.50,2.19,2.02,,,,,,,
467,1,2.50,1.90,1.90,,,,,,,
475,1,2.50,2.17,1.61,,,,,,,
475,1,2.50,1.44,1.53,,,,,,,
475,1,2.50,1.96,1.67,,,,,,,
475,1,2.50,1.66,1.52,,,,,,,
558,1,2.50,1.84,1.85,,,,,,,
558,1,2.50,1.52,1.68,,,,,,,
558,1,2.50,1.82,1.70,,,,,,,
558,1,2.50,1.97,1.59,,,,,,,
564,1,2.50,3.50,3.02,,,,,,,
564,1,2.50,1.99,2.29,,,,,,,
564,1,2.50,3.77,3.64,,,,,,,
564,1,2.50,2.54,2.28,,,,,,,
568,1,2.50,1.94,1.72,,,,,,,
568,1,2.50,1.48,1.49,,,,,,,
568,1,2.50,1.86,1.95,,,,,,,
568,1,2.50,1.61,1.88,,,,,,,
581,1,2.50,2.48,2.60,,,,,,,
581,1,2.50,1.65,1.77,,,,,,,
581,1,2.50,2.12,2.33,,,,,,,
581,1,2.50,2.16,2.32,,,,,,,
645,1,2.50,2.78,3.39,,,,,,,
645,1,2.50,2.27,2.26,,,,,,,
645,1,2.50,2.90,2.87,,,,,,,
645,1,2.50,2.48,2.01,,,,,,,
667,1,2.50,2.20,2.08,,,,,,,
667,1,2.50,1.73,1.56,,,,,,,
667,1,2.50,2.17,1.83,,,,,,,
667,1,2.50,1.94,1.98,,,,,,,
800,1,2.50,2.42,2.13,,,,,,,
800,1,2.50,1.92,1.53,,,,,,,
800,1,2.50,3.44,2.69,,,,,,,
800,1,2.50,1.93,2.28,,,,,,,
62-02,1,2.50,1.30,1.42,,,,,,,
62-02,1,2.50,1.15,1.34,,,,,,,
62-02,1,2.50,1.15,1.38,,,,,,,
62-02,1,2.50,1.30,1.12,,,,,,,
62-03,1,2.50,1.39,1.13,,,,,,,
62-03,1,2.50,1.23,1.16,,,,,,,
62-03,1,2.50,1.10,1.20,,,,,,,
62-03,1,2.50,1.39,1.30,,,,,,,
62-04,1,2.50,1.62,1.53,,,,,,,
62-04,1,2.50,1.29,1.44,,,,,,,
62-04,1,2.50,0.98,1.05,,,,,,,
62-04,1,2.50,1.28,1.49,,,,,,,
78-01,1,2.50,1.68,1.36,,,,,,,
78-01,1,2.50,1.45,1.40,,,,,,,
78-01,1,2.50,1.54,1.45,,,,,,,
78-01,1,2.50,1.39,1.52,,,,,,,
78-02,1,2.50,1.73,1.70,,,,,,,
78-02,1,2.50,1.41,1.64,,,,,,,
78-02,1,2.50,1.37,1.64,,,,,,,
78-02,1,2.50,1.55,1.40,,,,,,,
78-05,1,2.50,3.21,3.26,,,,,,,
78-05,1,2.50,2.69,2.83,,,,,,,
78-05,1,2.50,,,,,,,,,
78-05,1,2.50,3.08,2.94,,,,,,,
S-01,1,2.50,1.78,1.56,,,,,,,
S-01,1,2.50,1.67,1.57,,,,,,,
S-01,1,2.50,1.92,1.69,,,,,,,
S-01,1,2.50,1.54,1.37,,,,,,,
H-01,1,2.50,1.78,2.11,,,,,,,
H-01,1,2.50,1.77,1.68,,,,,,,
H-01,1,2.50,2.08,1.82,,,,,,,
H-01,1,2.50,2.19,2.17,,,,,,,
H-03,1,2.50,2.79,2.25,,,,,,,
H-03,1,2.50,1.66,1.44,,,,,,,
H-03,1,2.50,1.90,1.81,,,,,,,
H-03,1,2.50,1.58,1.76,,,,,,,
H-04,1,2.50,1.71,1.60,,,,,,,
H-04,1,2.50,1.52,1.63,,,,,,,
H-04,1,2.50,2.12,1.26,,,,,,,
H-04,1,2.50,1.76,1.83,,,,,,,
I-20,1,2.50,3.02,2.71,,,,,,,
I-20,1,2.50,1.60,1.18,,,,,,,
I-20,1,2.50,2.28,1.89,,,,,,,
I-20,1,2.50,2.04,1.91,,,,,,,
419,1,2.50,2.34,1.96,,,,,,,
419,1,2.50,2.29,2.20,,,,,,,
419,1,2.50,2.12,1.88,,,,,,,
419,1,2.50,1.81,2.03,,,,,,,
413,1,2.50,1.63,1.79,,,,,,,
413,1,2.50,1.47,1.52,,,,,,,
413,1,2.50,1.81,1.91,,,,,,,
413,1,2.50,1.30,1.34,,,,,,,
W212,1,2.50,1.56,1.99,,,,,,,
W212,1,2.50,1.45,1.57,,,,,,,
W212,1,2.50,1.69,1.71,,,,,,,
W212,1,2.50,1.74,1.62,,,,,,,
318,1,2.50,1.89,1.54,,,,,,,
318,1,2.50,1.65,1.57,,,,,,,
318,1,2.50,1.88,1.99,,,,,,,
318,1,2.50,1.72,1.45,,,,,,,
1025,1,2.50,1.83,1.87,,,,,,,
1025,1,2.50,1.73,1.46,,,,,,,
1025,1,2.50,1.94,1.98,,,,,,,
1025,1,2.50,1.68,1.69,,,,,,,
1026,1,2.50,2.80,3.04,,,,,,,
1026,1,2.50,2.23,2.35,,,,,,,
1026,1,2.50,2.36,2.41,,,,,,,
1026,1,2.50,2.03,2.14,,,,,,,
1027,1,2.50,2.25,2.09,,,,,,,
1027,1,2.50,1.94,1.53,,,,,,,
1027,1,2.50,1.73,2.01,,,,,,,
1027,1,2.50,1.43,1.78,,,,,,,
1029,1,2.50,2.57,2.69,,,,,,,
1029,1,2.50,1.77,1.59,,,,,,,
1029,1,2.50,2.28,2.04,,,,,,,
1029,1,2.50,2.02,2.11,,,,,,,
1032,1,2.50,2.93,2.97,,,,,,,
1032,1,2.50,2.57,2.79,,,,,,,
1032,1,2.50,3.00,2.74,,,,,,,
1032,1,2.50,2.52,2.84,,,,,,,
1033,1,2.50,1.94,2.09,,,,,,,
1033,1,2.50,1.87,1.48,,,,,,,
1033,1,2.50,1.92,1.77,,,,,,,
1033,1,2.50,1.67,1.77,,,,,,,
1,2,0.00,7.75,7.98,,,,,,,
1,2,0.00,7.61,7.40,,,,,,,
1,2,0.00,7.35,7.68,,,,,,,
1,2,0.00,7.83,8.22,,,,,,,
8,2,0.00,7.55,7.86,,,,,,,
8,2,0.00,7.97,8.02,,,,,,,
8,2,0.00,8.05,8.12,,,,,,,
8,2,0.00,7.68,7.78,,,,,,,
12B,2,0.00,7.28,7.63,,,,,,,
12B,2,0.00,7.97,8.17,,,,,,,
12B,2,0.00,8.16,8.22,,,,,,,
12B,2,0.00,7.85,7.94,,,,,,,
20,2,0.00,8.05,8.09,,,,,,,
20,2,0.00,7.53,7.66,,,,,,,
20,2,0.00,8.13,8.19,,,,,,,
20,2,0.00,7.62,7.71,,,,,,,
123,2,0.00,7.99,8.20,,,,,,,
123,2,0.00,8.42,7.92,,,,,,,
123,2,0.00,8.31,8.46,,,,,,,
123,2,0.00,8.14,8.18,,,,,,,
21,2,0.00,7.77,7.98,,,,,,,
21,2,0.00,7.74,7.78,,,,,,,
21,2,0.00,7.74,7.92,,,,,,,
21,2,0.00,8.00,8.07,,,,,,,
74SS1,2,0.00,8.50,8.40,,,,,,,
74SS1,2,0.00,7.59,7.45,,,,,,,
74SS1,2,0.00,8.07,8.00,,,,,,,
74SS1,2,0.00,7.85,8.25,,,,,,,
87,2,0.00,7.53,7.40,,,,,,,
87,2,0.00,7.81,7.73,,,,,,,
87,2,0.00,6.37,7.09,,,,,,,
87,2,0.00,7.79,7.76,,,,,,,
118,2,0.00,8.06,8.07,,,,,,,
118,2,0.00,8.07,8.07,,,,,,,
118,2,0.00,7.91,8.04,,,,,,,
118,2,0.00,8.47,8.12,,,,,,,
129,2,0.00,7.63,7.82,,,,,,,
129,2,0.00,7.54,7.57,,,,,,,
129,2,0.00,7.86,7.77,,,,,,,
129,2,0.00,7.29,7.53,,,,,,,
449,2,0.00,7.77,7.3,,,,,,,
449,2,0.00,8.01,7.71,,,,,,,
449,2,0.00,8.03,8,,,,,,,
449,2,0.00,7.27,7.85,,,,,,,
461,2,0.00,6.28,6.37,,,,,,,
461,2,0.00,5.88,6.18,,,,,,,
461,2,0.00,6.14,5.65,,,,,,,
461,2,0.00,5.97,6.27,,,,,,,
467,2,0.00,8.11,7.82,,,,,,,
467,2,0.00,7.77,7.88,,,,,,,
467,2,0.00,7.37,7.50,,,,,,,
467,2,0.00,7.61,8.06,,,,,,,
475,2,0.00,7.48,7.22,,,,,,,
475,2,0.00,7.49,7.55,,,,,,,
475,2,0.00,6.77,7.10,,,,,,,
475,2,0.00,7.67,7.39,,,,,,,
558,2,0.00,7.68,7.73,,,,,,,
558,2,0.00,7.63,7.66,,,,,,,
558,2,0.00,7.54,7.63,,,,,,,
558,2,0.00,7.84,7.70,,,,,,,
564,2,0.00,7.53,7.65,,,,,,,
564,2,0.00,7.43,8.05,,,,,,,
564,2,0.00,7.26,6.71,,,,,,,
564,2,0.00,7.18,7.14,,,,,,,
568,2,0.00,7.63,7.66,,,,,,,
568,2,0.00,8.41,8.33,,,,,,,
568,2,0.00,8.4,8.34,,,,,,,
568,2,0.00,8.1,8.36,,,,,,,
581,2,0.00,7.94,8.03,,,,,,,
581,2,0.00,7.68,7.75,,,,,,,
581,2,0.00,7.83,7.72,,,,,,,
581,2,0.00,8.12,7.73,,,,,,,
645,2,0.00,7.31,7.61,,,,,,,
645,2,0.00,7.66,7.10,,,,,,,
645,2,0.00,7.66,7.03,,,,,,,
645,2,0.00,7.81,7.40,,,,,,,
667,2,0.00,7.47,7.30,,,,,,,
667,2,0.00,7.26,7.35,,,,,,,
667,2,0.00,7.28,7.41,,,,,,,
667,2,0.00,7.49,7.56,,,,,,,
800,2,0.00,8.36,8.17,,,,,,,
800,2,0.00,7.93,7.91,,,,,,,
800,2,0.00,8.14,8.08,,,,,,,
800,2,0.00,8.17,8.10,,,,,,,
62-02,2,0.00,7.78,7.98,,,,,,,
62-02,2,0.00,7.47,6.83,,,,,,,
62-02,2,0.00,7.03,7.09,,,,,,,
62-02,2,0.00,7.72,8.10,,,,,,,
62-03,2,0.00,7.20,7.61,,,,,,,
62-03,2,0.00,7.91,8.05,,,,,,,
62-03,2,0.00,7.47,7.56,,,,,,,
62-03,2,0.00,7.46,7.55,,,,,,,
62-04,2,0.00,8.05,8.16,,,,,,,
62-04,2,0.00,7.83,8.10,,,,,,,
62-04,2,0.00,8.08,8.20,,,,,,,
62-04,2,0.00,8.16,7.93,,,,,,,
78-01,2,0.00,7.96,7.96,,,,,,,
78-01,2,0.00,6.40,5.96,,,,,,,
78-01,2,0.00,6.29,6.75,,,,,,,
78-01,2,0.00,7.33,7.15,,,,,,,
78-02,2,0.00,7.71,7.40,,,,,,,
78-02,2,0.00,7.63,7.70,,,,,,,
78-02,2,0.00,7.65,7.65,,,,,,,
78-02,2,0.00,7.70,8.01,,,,,,,
78-05,2,0.00,6.52,6.76,,,,,,,
78-05,2,0.00,7.59,7.29,,,,,,,
78-05,2,0.00,7.25,6.79,,,,,,,
78-05,2,0.00,7.01,7.23,,,,,,,
S-01,2,0.00,6.51,6.74,,,,,,,
S-01,2,0.00,6.64,7.27,,,,,,,
S-01,2,0.00,6.98,7.21,,,,,,,
S-01,2,0.00,6.75,7.21,,,,,,,
H-01,2,0.00,7.56,7.69,,,,,,,
H-01,2,0.00,7.76,7.45,,,,,,,
H-01,2,0.00,7.63,7.58,,,,,,,
H-01,2,0.00,7.84,7.78,,,,,,,
H-03,2,0.00,8.06,7.81,,,,,,,
H-03,2,0.00,7.91,7.76,,,,,,,
H-03,2,0.00,8.39,8.36,,,,,,,
H-03,2,0.00,8.05,8.04,,,,,,,
H-04,2,0.00,7.36,7.45,,,,,,,
H-04,2,0.00,7.51,7.18,,,,,,,
H-04,2,0.00,6.97,7.01,,,,,,,
H-04,2,0.00,7.62,7.18,,,,,,,
I-20,2,0.00,7.92,8.06,,,,,,,
I-20,2,0.00,7.05,7.05,,,,,,,
I-20,2,0.00,7.82,7.86,,,,,,,
I-20,2,0.00,7.81,7.74,,,,,,,
419,2,0.00,7.60,7.78,,,,,,,
419,2,0.00,7.36,7.20,,,,,,,
419,2,0.00,6.61,6.68,,,,,,,
419,2,0.00,7.36,7.32,,,,,,,
413,2,0.00,8.25,7.87,,,,,,,
413,2,0.00,7.98,7.91,,,,,,,
413,2,0.00,7.35,7.56,,,,,,,
413,2,0.00,7.98,7.86,,,,,,,
W212,2,0.00,8.28,8.10,,,,,,,
W212,2,0.00,7.89,7.95,,,,,,,
W212,2,0.00,7.86,7.82,,,,,,,
W212,2,0.00,8.44,8.01,,,,,,,
318,2,0.00,8.50,8.00,,,,,,,
318,2,0.00,6.99,7.74,,,,,,,
318,2,0.00,7.55,7.40,,,,,,,
318,2,0.00,7.31,7.91,,,,,,,
1025,2,0.00,8.09,7.84,,,,,,,
1025,2,0.00,7.51,7.64,,,,,,,
1025,2,0.00,7.83,7.57,,,,,,,
1025,2,0.00,7.54,7.56,,,,,,,
1026,2,0.00,8.39,7.97,,,,,,,
1026,2,0.00,8.28,8.15,,,,,,,
1026,2,0.00,8.05,7.98,,,,,,,
1026,2,0.00,8.11,8.47,,,,,,,
1027,2,0.00,8.20,8.15,,,,,,,
1027,2,0.00,7.43,7.41,,,,,,,
1027,2,0.00,7.11,7.27,,,,,,,
1027,2,0.00,7.33,7.60,,,,,,,
1029,2,0.00,7.09,6.57,,,,,,,
1029,2,0.00,6.29,5.26,,,,,,,
1029,2,0.00,6.19,6.23,,,,,,,
1029,2,0.00,6.72,6.67,,,,,,,
1032,2,0.00,7.07,7.48,,,,,,,
